timestamp,open,high,low,close,volume
2024-07-26,7.03,7.03,6.303,6.777,4132651.62
2024-07-27,6.773,6.85,6.35,6.465,2902047.18
2024-07-28,6.463,6.552,6.154,6.266,1779112.68
2024-07-29,6.262,6.66,6.114,6.15,2493409.54
2024-07-30,6.151,6.302,5.921,6.009,1839028.31
2024-07-31,6.013,6.18,5.701,5.744,2437149.11
2024-08-01,5.742,5.894,5.106,5.604,5505511.87
2024-08-02,5.602,5.649,4.83,4.937,3970023.1
2024-08-03,4.935,5.335,4.757,4.95,4644617.18
2024-08-04,4.948,5.084,4.317,4.531,4763026.42
2024-08-05,4.534,4.603,3.41,4.131,13236235.1
2024-08-06,4.132,4.9,4.122,4.679,7088799.74
2024-08-07,4.676,4.981,4.292,4.374,5349783.11
2024-08-08,4.374,5.076,4.272,5.044,5658348.53
2024-08-09,5.042,5.128,4.804,4.853,3238950.11
2024-08-10,4.851,4.96,4.75,4.899,1544163.13
2024-08-11,4.903,5.119,4.467,4.481,3162902.27
2024-08-12,4.481,4.775,4.425,4.708,2892397.88
2024-08-13,4.706,4.879,4.524,4.828,2189383.14
2024-08-14,4.829,4.978,4.631,4.701,2450192.37
2024-08-15,4.702,4.85,4.461,4.547,2315523.71
2024-08-16,4.547,4.622,4.306,4.504,1757213.43
2024-08-17,4.503,4.57,4.393,4.514,1282696.17
2024-08-18,4.514,4.636,4.465,4.497,1719603.68
2024-08-19,4.499,4.616,4.315,4.613,1940561.43
2024-08-20,4.613,4.716,4.375,4.491,2792032.73
2024-08-21,4.492,4.857,4.389,4.784,2348874.72
2024-08-22,4.784,5.094,4.706,5.053,3552400.38
2024-08-23,5.054,5.771,5.047,5.595,4550259.49
2024-08-24,5.596,6.375,5.445,6.192,5134497.3
2024-08-25,6.193,6.495,6.1,6.314,5516158.3
2024-08-26,6.314,6.428,5.961,6.161,4500823.78
2024-08-27,6.16,6.584,5.566,5.716,6982833.88
2024-08-28,5.718,6.142,5.45,5.523,7896085.91
2024-08-29,5.523,5.878,5.173,5.247,5318530.16
2024-08-30,5.248,5.323,4.897,5.239,3507846.31
2024-08-31,5.24,5.336,4.952,5.0,1947490.47
2024-09-01,4.998,5.165,4.801,4.82,3681883.4
2024-09-02,4.82,5.154,4.776,5.089,3494916.85
2024-09-03,5.089,5.206,4.7,4.709,2834078.26
2024-09-04,4.709,5.051,4.53,4.92,3187861.8
2024-09-05,4.92,4.959,4.627,4.677,2975989.98
2024-09-06,4.678,4.942,4.439,4.68,3966618.79
2024-09-07,4.68,4.893,4.664,4.714,2034756.93
2024-09-08,4.716,4.942,4.705,4.873,2478996.17
2024-09-09,4.872,5.258,4.794,5.165,4677128.16
2024-09-10,5.166,5.35,5.003,5.267,4149746.58
2024-09-11,5.266,5.287,4.801,5.088,4451571.46
2024-09-12,5.089,5.324,5.088,5.244,4540581.62
2024-09-13,5.244,5.348,4.977,5.233,4473021.37
2024-09-14,5.233,5.385,5.185,5.236,2749376.3
2024-09-15,5.235,5.331,4.895,4.945,3088098.06
2024-09-16,4.944,4.999,4.675,4.739,3679447.97
2024-09-17,4.738,4.965,4.658,4.767,5114771.48
2024-09-18,4.767,4.993,4.595,4.989,4306158.64
2024-09-19,4.99,5.277,4.982,5.13,5439105.81
2024-09-20,5.13,5.45,5.042,5.282,5415739.41
2024-09-21,5.282,5.643,5.163,5.604,3440687.0
2024-09-22,5.604,5.745,5.374,5.629,4645390.7
2024-09-23,5.631,6.322,5.5,6.204,7987267.24
2024-09-24,6.206,6.32,5.958,6.258,4400783.64
2024-09-25,6.262,6.295,5.884,5.916,3915440.56
2024-09-26,5.918,6.5,5.827,6.317,5482978.03
2024-09-27,6.317,6.825,6.278,6.695,5089737.57
2024-09-28,6.693,6.785,6.378,6.536,2682164.44
2024-09-29,6.537,6.819,6.336,6.668,2713807.18
2024-09-30,6.669,6.792,6.33,6.446,4939789.34
2024-10-01,6.446,6.708,5.565,5.804,8041115.36
2024-10-02,5.802,6.068,5.357,5.434,6705771.56
2024-10-03,5.433,5.629,5.029,5.251,5549700.14
2024-10-04,5.254,5.884,5.218,5.677,5474818.58
2024-10-05,5.677,5.785,5.352,5.447,2709567.71
2024-10-06,5.446,5.64,5.302,5.435,4488722.66
2024-10-07,5.434,5.673,5.237,5.247,7099577.27
2024-10-08,5.247,5.381,5.157,5.347,3839835.41
2024-10-09,5.347,5.432,4.971,5.071,3753017.97
2024-10-10,5.071,5.21,4.902,5.09,3708307.17
2024-10-11,5.091,5.445,5.047,5.399,3301616.0
2024-10-12,5.399,5.613,5.393,5.447,3445015.22
2024-10-13,5.447,5.49,5.183,5.389,2878690.26
2024-10-14,5.388,5.739,5.332,5.59,5791288.43
2024-10-15,5.592,5.787,5.335,5.482,6557688.16
2024-10-16,5.482,5.569,5.268,5.367,3739179.75
2024-10-17,5.37,5.42,5.105,5.221,3077015.04
2024-10-18,5.222,5.45,5.179,5.41,2466365.36
2024-10-19,5.412,5.482,5.279,5.364,2189467.17
